,Ticker,Exchange,Name,Sector,Industry
329,BCTF,NASDAQ,Bancorp 34 Inc,Finance,Savings Institutions
330,BDGE,NASDAQ,Bridge Bancorp Inc,Finance,Major Banks
331,BDSI,NASDAQ,Biodelivery Sciences International Inc,Health Care,Major Pharmaceuticals
332,BEAT,NASDAQ,Biotelemetry Inc,Health Care,Medical Specialities
333,BECN,NASDAQ,Beacon Roofing Supply Inc,Consumer Services,Retail Building Materials
334,BELFA,NASDAQ,Bel Fuse Inc,Capital Goods,Electrical Products
335,BELFB,NASDAQ,Bel Fuse Inc,Capital Goods,Electrical Products
336,BFIN,NASDAQ,Bankfinancial Corporation,Finance,Savings Institutions
337,BFIT,NASDAQ,Global X Health And Wellness Thematic Etf,Missing,Missing
338,BFRA,NASDAQ,Biofrontera Ag,Health Care,Major Pharmaceuticals
339,BFST,NASDAQ,Business First Bancshares Inc,Finance,Major Banks
340,BGCP,NASDAQ,Bgc Partners Inc,Finance,Investment Bankers Brokers Service
341,BGFV,NASDAQ,Big 5 Sporting Goods Corporation,Consumer Services,Other Specialty Stores
342,BGNE,NASDAQ,Beigene Ltd,Health Care,Major Pharmaceuticals
343,BHAC,NASDAQ,Barington Hilco Acquisition Corp,Finance,Business Services
344,BHACR,NASDAQ,Barington Hilco Acquisition Corp,Finance,Business Services
345,BHACU,NASDAQ,Barington Hilco Acquisition Corp,Finance,Business Services
346,BHACW,NASDAQ,Barington Hilco Acquisition Corp,Finance,Business Services
347,BHBK,NASDAQ,Blue Hills Bancorp Inc,Finance,Major Banks
348,BHF,NASDAQ,Brighthouse Financial Inc,Finance,Life Insurance
349,BHTG,NASDAQ,Biohitech Global Inc,Consumer Services,Other Consumer Services
350,BIB,NASDAQ,Proshares Ultra Nasdaq Biotechnology,Missing,Missing
351,BICK,NASDAQ,First Trust Bick Index Fund,Missing,Missing
352,BIDU,NASDAQ,Baidu Inc,Technology,Computer Software Programming Data Processing
353,BIIB,NASDAQ,Biogen Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
354,BILI,NASDAQ,Bilibili Inc,Technology,Edp Services
355,BIOC,NASDAQ,Biocept Inc,Health Care,Medical Specialities
356,BIOL,NASDAQ,Biolase Inc,Health Care,Medical Dental Instruments
357,BIOS,NASDAQ,Bioscrip Inc,Health Care,Medical Nursing Services
358,BIS,NASDAQ,Proshares Ultrashort Nasdaq Biotechnology,Missing,Missing
359,BJRI,NASDAQ,Bjs Restaurants Inc,Consumer Services,Restaurants
360,BKCC,NASDAQ,Blackrock Capital Investment Corporation,Missing,Missing
361,BKEP,NASDAQ,Blueknight Energy Partners Lp Llc,Energy,Natural Gas Distribution
362,BKEPP,NASDAQ,Blueknight Energy Partners Lp Llc,Energy,Natural Gas Distribution
363,BKNG,NASDAQ,Booking Holdings Inc,Miscellaneous,Business Services
364,BKSC,NASDAQ,Bank Of South Carolina Corp,Finance,Major Banks
365,BKYI,NASDAQ,Biokey International Inc,Technology,Computer Communications Equipment
366,BL,NASDAQ,Blackline Inc,Technology,Computer Software Prepackaged Software
367,BLBD,NASDAQ,Blue Bird Corporation,Capital Goods,Construction Ag Equipment Trucks
368,BLCM,NASDAQ,Bellicum Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
369,BLCN,NASDAQ,Reality Shares Nasdaq Nextgen Economy Etf,Missing,Missing
370,BLDP,NASDAQ,Ballard Power Systems Inc,Energy,Industrial Machinery Components
371,BLDR,NASDAQ,Builders Firstsource Inc,Consumer Services,Retail Building Materials
372,BLFS,NASDAQ,Biolife Solutions Inc,Health Care,Biotechnology Electromedical And Electrotherapeutic Apparatus
373,BLIN,NASDAQ,Bridgeline Digital Inc,Technology,Computer Software Prepackaged Software
374,BLKB,NASDAQ,Blackbaud Inc,Technology,Computer Software Prepackaged Software
375,BLMN,NASDAQ,Bloomin Brands Inc,Consumer Services,Restaurants
376,BLMT,NASDAQ,Bsb Bancorp Inc,Finance,Major Banks
377,BLNK,NASDAQ,Blink Charging Co,Consumer Durables,Electrical Products
378,BLNKW,NASDAQ,Blink Charging Co,Consumer Durables,Electrical Products
379,BLPH,NASDAQ,Bellerophon Therapeutics Inc,Health Care,Major Pharmaceuticals
380,BLRX,NASDAQ,Biolinerx Ltd,Health Care,Major Pharmaceuticals
381,BLUE,NASDAQ,Bluebird Bio Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
382,BMCH,NASDAQ,Bmc Stock Holdings Inc,Consumer Services,Retail Building Materials
383,BMLP,NASDAQ,Bank Of Montreal,Finance,Commercial Banks
384,BMRA,NASDAQ,Biomerica Inc,Health Care,Medical Dental Instruments
385,BMRC,NASDAQ,Bank Of Marin Bancorp,Finance,Major Banks
386,BMRN,NASDAQ,Biomarin Pharmaceutical Inc,Health Care,Major Pharmaceuticals
387,BMTC,NASDAQ,Bryn Mawr Bank Corporation,Finance,Major Banks
388,BNCL,NASDAQ,Beneficial Bancorp Inc,Finance,Savings Institutions
389,BNDX,NASDAQ,Vanguard Total International Bond Etf,Missing,Missing
390,BNFT,NASDAQ,Benefitfocus Inc,Technology,Computer Software Prepackaged Software
391,BNSO,NASDAQ,Bonso Electronics International Inc,Capital Goods,Industrial Machinery Components
392,BNTC,NASDAQ,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals
393,BNTCW,NASDAQ,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals
394,BOCH,NASDAQ,Bank Of Commerce Holdings Ca,Finance,Major Banks
395,BOFI,NASDAQ,Bofi Holding Inc,Finance,Savings Institutions
396,BOFIL,NASDAQ,Bofi Holding Inc,Finance,Savings Institutions
397,BOJA,NASDAQ,Bojangles Inc,Consumer Services,Restaurants
398,BOKF,NASDAQ,Bok Financial Corporation,Finance,Major Banks
399,BOKFL,NASDAQ,Bok Financial Corporation,Finance,Major Banks
400,BOLD,NASDAQ,Audentes Therapeutics Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
401,BOMN,NASDAQ,Boston Omaha Corporation,Finance,Real Estate
402,BOOM,NASDAQ,Dmc Global Inc,Capital Goods,Industrial Specialties
403,BOSC,NASDAQ,Bos Better Online Solutions,Technology,Computer Communications Equipment
404,BOTJ,NASDAQ,Bank Of The James Financial Group Inc,Finance,Major Banks
405,BOTZ,NASDAQ,Global X Robotics And Artificial Intelligence Etf,Missing,Missing
406,BOXL,NASDAQ,Boxlight Corporation,Miscellaneous,Industrial Machinery Components
407,BPFH,NASDAQ,Boston Private Financial Holdings Inc,Finance,Major Banks
408,BPFHP,NASDAQ,Boston Private Financial Holdings Inc,Finance,Major Banks
409,BPFHW,NASDAQ,Boston Private Financial Holdings Inc,Finance,Major Banks
410,BPMC,NASDAQ,Blueprint Medicines Corporation,Health Care,Major Pharmaceuticals
411,BPOP,NASDAQ,Popular Inc,Finance,Major Banks
412,BPOPM,NASDAQ,Popular Inc,Finance,Major Banks
413,BPOPN,NASDAQ,Popular Inc,Finance,Major Banks
414,BPRN,NASDAQ,The Bank Of Princeton,Missing,Missing
415,BPTH,NASDAQ,Biopath Holdings Inc,Health Care,Major Pharmaceuticals
416,BPY,NASDAQ,Brookfield Property Partners Lp,Finance,Real Estate
417,BRAC,NASDAQ,Black Ridge Acquisition Corp,Finance,Business Services
418,BRACR,NASDAQ,Black Ridge Acquisition Corp,Finance,Business Services
419,BRACU,NASDAQ,Black Ridge Acquisition Corp,Finance,Business Services
420,BRACW,NASDAQ,Black Ridge Acquisition Corp,Finance,Business Services
421,BREW,NASDAQ,Craft Brew Alliance Inc,Consumer Nondurables,Beverages Production Distribution
422,BRID,NASDAQ,Bridgford Foods Corporation,Consumer Nondurables,Specialty Foods
423,BRKL,NASDAQ,Brookline Bancorp Inc,Finance,Savings Institutions
424,BRKR,NASDAQ,Bruker Corporation,Capital Goods,Biotechnology Laboratory Analytical Instruments
425,BRKS,NASDAQ,Brooks Automation Inc,Technology,Industrial Machinery Components
426,BRPA,NASDAQ,Big Rock Partners Acquisition Corp,Finance,Business Services
427,BRPAR,NASDAQ,Big Rock Partners Acquisition Corp,Finance,Business Services
428,BRPAU,NASDAQ,Big Rock Partners Acquisition Corp,Finance,Business Services
429,BRPAW,NASDAQ,Big Rock Partners Acquisition Corp,Finance,Business Services
430,BRQS,NASDAQ,Borqs Technologies Inc,Technology,Edp Services
431,BSET,NASDAQ,Bassett Furniture Industries Incorporated,Consumer Durables,Home Furnishings
432,BSPM,NASDAQ,Biostar Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
433,BSQR,NASDAQ,Bsquare Corporation,Miscellaneous,Business Services
434,BSRR,NASDAQ,Sierra Bancorp,Finance,Major Banks
435,BSTC,NASDAQ,Biospecifics Technologies Corp,Health Care,Major Pharmaceuticals
436,BTAI,NASDAQ,Bioxcel Therapeutics Inc,Health Care,Major Pharmaceuticals
437,BTEC,NASDAQ,Principal Healthcare Innovators Index Etf,Missing,Missing
438,BURG,NASDAQ,Chanticleer Holdings Inc,Consumer Services,Restaurants
439,BUSE,NASDAQ,First Busey Corporation,Finance,Major Banks
440,BVNSC,NASDAQ,Brandes Investment Trust,Missing,Missing
441,BVSN,NASDAQ,Broadvision Inc,Technology,Computer Software Prepackaged Software
442,BVXV,NASDAQ,Biondvax Pharmaceuticals Ltd,Health Care,Biotechnology Biological Products No Diagnostic Substances
443,BVXVW,NASDAQ,Biondvax Pharmaceuticals Ltd,Health Care,Biotechnology Biological Products No Diagnostic Substances
444,BWB,NASDAQ,Bridgewater Bancshares Inc,Finance,Major Banks
445,BWEN,NASDAQ,Broadwind Energy Inc,Capital Goods,Metal Fabrications
446,BWFG,NASDAQ,Bankwell Financial Group Inc,Finance,Major Banks
447,BWINA,NASDAQ,Baldwin And Lyons Inc,Finance,Propertycasualty Insurers
448,BWINB,NASDAQ,Baldwin And Lyons Inc,Finance,Propertycasualty Insurers
449,BYFC,NASDAQ,Broadway Financial Corporation,Finance,Savings Institutions
450,BYSI,NASDAQ,Beyondspring Inc,Health Care,Major Pharmaceuticals
451,BZUN,NASDAQ,Baozun Inc,Consumer Services,Catalog Specialty Distribution
452,CA,NASDAQ,Ca Inc,Technology,Computer Software Prepackaged Software
453,CAAS,NASDAQ,China Automotive Systems Inc,Capital Goods,Auto Partsoem
454,CAC,NASDAQ,Camden National Corporation,Finance,Major Banks
455,CACC,NASDAQ,Credit Acceptance Corporation,Finance,Finance Consumer Services
456,CACG,NASDAQ,Clearbridge All Cap Growth Etf,Missing,Missing
457,CADC,NASDAQ,China Advanced Construction Materials Group Inc,Basic Industries,Engineering And Construction
458,CAFD,NASDAQ,8Point3 Energy Partners Lp,Public Utilities,Electric Utilities Central
459,CAKE,NASDAQ,The Cheesecake Factory Incorporated,Consumer Services,Restaurants
460,CALA,NASDAQ,Calithera Biosciences Inc,Health Care,Major Pharmaceuticals
461,CALI,NASDAQ,China Auto Logistics Inc,Consumer Services,Motor Vehicles
462,CALL,NASDAQ,Magicjack Vocaltec Ltd,Public Utilities,Telecommunications Equipment
463,CALM,NASDAQ,Calmaine Foods Inc,Consumer Nondurables,Farming Seeds Milling
464,CAMP,NASDAQ,Calamp Corp,Technology,Radio And Television Broadcasting And Communications Equipment
465,CAMT,NASDAQ,Camtek Ltd,Capital Goods,Electronic Components
466,CAPR,NASDAQ,Capricor Therapeutics Inc,Health Care,Major Pharmaceuticals
467,CAR,NASDAQ,Avis Budget Group Inc,Consumer Services,Rental Leasing Companies
468,CARA,NASDAQ,Cara Therapeutics Inc,Health Care,Major Pharmaceuticals
469,CARB,NASDAQ,Carbonite Inc,Technology,Edp Services
470,CARG,NASDAQ,Cargurus Inc,Technology,Edp Services
471,CARO,NASDAQ,Carolina Financial Corporation,Finance,Major Banks
472,CART,NASDAQ,Carolina Trust Bancshares Inc,Finance,Major Banks
473,CARV,NASDAQ,Carver Bancorp Inc,Finance,Savings Institutions
474,CARZ,NASDAQ,First Trust Nasdaq Global Auto Index Fund,Missing,Missing
475,CASA,NASDAQ,Casa Systems Inc,Technology,Radio And Television Broadcasting And Communications Equipment
476,CASH,NASDAQ,Meta Financial Group Inc,Finance,Savings Institutions
477,CASI,NASDAQ,Casi Pharmaceuticals Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
478,CASM,NASDAQ,Cas Medical Systems Inc,Health Care,Medical Dental Instruments
479,CASS,NASDAQ,Cass Information Systems Inc,Miscellaneous,Business Services
480,CASY,NASDAQ,Caseys General Stores Inc,Consumer Durables,Automotive Aftermarket
481,CATB,NASDAQ,Catabasis Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
482,CATC,NASDAQ,Cambridge Bancorp,Finance,Major Banks
483,CATH,NASDAQ,Global X Sandp 500 Catholic Values Etf,Missing,Missing
484,CATM,NASDAQ,Cardtronics Plc,Miscellaneous,Business Services
485,CATS,NASDAQ,Catasys Inc,Health Care,Hospital Nursing Management
486,CATY,NASDAQ,Cathay General Bancorp,Finance,Major Banks
487,CATYW,NASDAQ,Cathay General Bancorp,Finance,Major Banks
488,CAVM,NASDAQ,Cavium Inc,Technology,Semiconductors
489,CBAK,NASDAQ,Cbak Energy Technology Inc,Miscellaneous,Industrial Machinery Components
490,CBAN,NASDAQ,Colony Bankcorp Inc,Finance,Major Banks
491,CBAY,NASDAQ,Cymabay Therapeutics Inc,Health Care,Major Pharmaceuticals
492,CBFV,NASDAQ,Cb Financial Services Inc,Finance,Major Banks
493,CBIO,NASDAQ,Catalyst Biosciences Inc,Health Care,Major Pharmaceuticals
494,CBLI,NASDAQ,Cleveland Biolabs Inc,Health Care,Biotechnology Commercial Physical And Biological Resarch
495,CBLK,NASDAQ,Carbon Black Inc,Technology,Computer Software Prepackaged Software
496,CBMG,NASDAQ,Cellular Biomedicine Group Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
497,CBOE,NASDAQ,Cboe Global Markets Inc,Finance,Investment Bankers Brokers Service
498,CBPO,NASDAQ,China Biologic Products Holdings Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
499,CBRL,NASDAQ,Cracker Barrel Old Country Store Inc,Consumer Services,Restaurants
500,CBSH,NASDAQ,Commerce Bancshares Inc,Finance,Major Banks
501,CBSHP,NASDAQ,Commerce Bancshares Inc,Finance,Major Banks
502,CBTX,NASDAQ,Cbtx Inc,Finance,Major Banks
503,CCBG,NASDAQ,Capital City Bank Group,Finance,Major Banks
504,CCCL,NASDAQ,China Ceramics Co Ltd,Capital Goods,Building Materials
505,CCCR,NASDAQ,China Commercial Credit Inc,Finance,Major Banks
506,CCD,NASDAQ,Calamos Dynamic Convertible And Income Fund,Missing,Missing
507,CCIH,NASDAQ,Chinacache International Holdings Ltd,Technology,Edp Services
508,CCLP,NASDAQ,Csi Compressco Lp,Energy,Oilfield Services Equipment
509,CCMP,NASDAQ,Cabot Microelectronics Corporation,Technology,Semiconductors
510,CCNE,NASDAQ,Cnb Financial Corporation,Finance,Major Banks
511,CCOI,NASDAQ,Cogent Communications Holdings Inc,Consumer Services,Telecommunications Equipment
512,CCRC,NASDAQ,China Customer Relations Centers Inc,Miscellaneous,Business Services
513,CCRN,NASDAQ,Cross Country Healthcare Inc,Technology,Professional Services
514,CCXI,NASDAQ,Chemocentryx Inc,Health Care,Major Pharmaceuticals
515,CDC,NASDAQ,Victoryshares Us Eq Income Enhanced Volatility Wtd Etf,Missing,Missing
516,CDEV,NASDAQ,Centennial Resource Development Inc,Energy,Oil And Gas Production
517,CDK,NASDAQ,Cdk Global Inc,Miscellaneous,Business Services
518,CDL,NASDAQ,Victoryshares Us Large Cap High Div Volatility Wtd Etf,Missing,Missing
519,CDLX,NASDAQ,Cardlytics Inc,Technology,Computer Software Programming Data Processing
520,CDMO,NASDAQ,Avid Bioservices Inc,Health Care,Major Pharmaceuticals
521,CDMOP,NASDAQ,Avid Bioservices Inc,Health Care,Major Pharmaceuticals
522,CDNA,NASDAQ,Caredx Inc,Health Care,Medical Specialities
523,CDNS,NASDAQ,Cadence Design Systems Inc,Technology,Computer Software Prepackaged Software
524,CDOR,NASDAQ,Condor Hospitality Trust Inc,Consumer Services,Real Estate Investment Trusts
525,CDTI,NASDAQ,Cdti Advanced Materials Inc,Capital Goods,Pollution Control Equipment
526,CDTX,NASDAQ,Cidara Therapeutics Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
527,CDW,NASDAQ,Cdw Corporation,Consumer Services,Catalog Specialty Distribution
528,CDXC,NASDAQ,Chromadex Corporation,Consumer Durables,Specialty Chemicals
529,CDXS,NASDAQ,Codexis Inc,Basic Industries,Major Chemicals
530,CDZI,NASDAQ,Cadiz Inc,Public Utilities,Water Supply
531,CECE,NASDAQ,Ceco Environmental Corp,Capital Goods,Pollution Control Equipment
532,CECO,NASDAQ,Career Education Corporation,Consumer Services,Other Consumer Services
533,CELC,NASDAQ,Celcuity Inc,Health Care,Medical Specialities
534,CELG,NASDAQ,Celgene Corporation,Health Care,Major Pharmaceuticals
535,CELGZ,NASDAQ,Celgene Corporation,Health Care,Major Pharmaceuticals
536,CELH,NASDAQ,Celsius Holdings Inc,Consumer Nondurables,Beverages Production Distribution
537,CEMI,NASDAQ,Chembio Diagnostics Inc,Health Care,Major Pharmaceuticals
538,CENT,NASDAQ,Central Garden And Pet Company,Consumer Durables,Consumer Specialties
539,CENTA,NASDAQ,Central Garden And Pet Company,Consumer Durables,Consumer Specialties
540,CENX,NASDAQ,Century Aluminum Company,Basic Industries,Aluminum
541,CERC,NASDAQ,Cerecor Inc,Health Care,Major Pharmaceuticals
542,CERCW,NASDAQ,Cerecor Inc,Health Care,Major Pharmaceuticals
543,CERN,NASDAQ,Cerner Corporation,Technology,Edp Services
544,CERS,NASDAQ,Cerus Corporation,Health Care,Medical Dental Instruments
545,CETV,NASDAQ,Central European Media Enterprises Ltd,Consumer Services,Broadcasting
546,CETX,NASDAQ,Cemtrex Inc,Capital Goods,Industrial Machinery Components
547,CETXP,NASDAQ,Cemtrex Inc,Capital Goods,Industrial Machinery Components
548,CETXW,NASDAQ,Cemtrex Inc,Capital Goods,Industrial Machinery Components
549,CEVA,NASDAQ,Ceva Inc,Technology,Semiconductors
550,CEY,NASDAQ,Victoryshares Emerging Market High Div Volatility Wtd Etf,Missing,Missing
551,CEZ,NASDAQ,Victoryshares Emerging Market Volatility Wtd Etf,Missing,Missing
552,CFA,NASDAQ,Victoryshares Us 500 Volatility Wtd Etf,Missing,Missing
553,CFBI,NASDAQ,Community First Bancshares Inc,Finance,Savings Institutions
554,CFBK,NASDAQ,Central Federal Corporation,Finance,Savings Institutions
555,CFFI,NASDAQ,Candf Financial Corporation,Finance,Major Banks
556,CFFN,NASDAQ,Capitol Federal Financial Inc,Finance,Savings Institutions
557,CFMS,NASDAQ,Conformis Inc,Health Care,Industrial Specialties
558,CFO,NASDAQ,Victoryshares Us 500 Enhanced Volatility Wtd Etf,Missing,Missing
559,CFRX,NASDAQ,Contrafect Corporation,Health Care,Major Pharmaceuticals
560,CG,NASDAQ,The Carlyle Group Lp,Finance,Investment Managers
561,CGBD,NASDAQ,Tcg Bdc Inc,Missing,Missing
562,CGEN,NASDAQ,Compugen Ltd,Health Care,Biotechnology Biological Products No Diagnostic Substances
563,CGIX,NASDAQ,Cancer Genetics Inc,Health Care,Medical Specialities
564,CGNX,NASDAQ,Cognex Corporation,Capital Goods,Industrial Machinery Components
565,CGO,NASDAQ,Calamos Global Total Return Fund,Missing,Missing
566,CGVIC,NASDAQ,Causeway Etmf Trust,Missing,Missing
567,CHCI,NASDAQ,Comstock Holding Companies Inc,Capital Goods,Homebuilding
568,CHCO,NASDAQ,City Holding Company,Finance,Major Banks
569,CHDN,NASDAQ,Churchill Downs Incorporated,Consumer Services,Servicesmisc Amusement And Recreation
570,CHEF,NASDAQ,The Chefs Warehouse Inc,Consumer Nondurables,Food Distributors
571,CHEK,NASDAQ,Checkcap Ltd,Health Care,Medical Electronics
572,CHEKW,NASDAQ,Checkcap Ltd,Health Care,Medical Electronics
573,CHEKZ,NASDAQ,Checkcap Ltd,Health Care,Medical Electronics
574,CHFC,NASDAQ,Chemical Financial Corporation,Finance,Major Banks
575,CHFN,NASDAQ,Charter Financial Corp,Finance,Savings Institutions
576,CHFS,NASDAQ,Chf Solutions Inc,Health Care,Biotechnology Electromedical And Electrotherapeutic Apparatus
577,CHI,NASDAQ,Calamos Convertible Opportunities And Income Fund,Missing,Missing
578,CHKE,NASDAQ,Cherokee Inc,Consumer Nondurables,Apparel
579,CHKP,NASDAQ,Check Point Software Technologies Ltd,Technology,Computer Software Prepackaged Software
580,CHMA,NASDAQ,Chiasma Inc,Health Care,Major Pharmaceuticals
581,CHMG,NASDAQ,Chemung Financial Corp,Finance,Major Banks
582,CHNR,NASDAQ,China Natural Resources Inc,Basic Industries,Precious Metals
583,CHRS,NASDAQ,Coherus Biosciences Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
584,CHRW,NASDAQ,Ch Robinson Worldwide Inc,Transportation,Oil Refining Marketing
585,CHSCL,NASDAQ,Chs Inc,Consumer Services,Farming Seeds Milling
586,CHSCM,NASDAQ,Chs Inc,Consumer Services,Farming Seeds Milling
587,CHSCN,NASDAQ,Chs Inc,Consumer Services,Farming Seeds Milling
588,CHSCO,NASDAQ,Chs Inc,Consumer Services,Farming Seeds Milling
589,CHSCP,NASDAQ,Chs Inc,Consumer Services,Farming Seeds Milling
590,CHTR,NASDAQ,Charter Communications Inc,Consumer Services,Television Services
591,CHUBA,NASDAQ,Commercehub Inc,Technology,Computer Software Prepackaged Software
592,CHUBK,NASDAQ,Commercehub Inc,Technology,Computer Software Prepackaged Software
593,CHUY,NASDAQ,Chuys Holdings Inc,Consumer Services,Restaurants
594,CHW,NASDAQ,Calamos Global Dynamic Income Fund,Missing,Missing
595,CHY,NASDAQ,Calamos Convertible And High Income Fund,Missing,Missing
596,CIBR,NASDAQ,First Trust Nasdaq Cybersecurity Etf,Missing,Missing
